Device,Manufacturer,Device Type,MIDI Role,Message Type,CC# (MSB),CC LSB,NRPN MSB,NRPN LSB,Parameter / Function,Value Range / Units,Notes,MIDI Channel / Mode,Tx/Rx,Source,Source detail
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,1,,,,Modulation (mod wheel),0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,11,,,,Expression,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,40,,,,VCO 1 Pitch,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,41,,,,VCO 2 Pitch,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,42,,,,VCO 3 Pitch,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,43,,,,VCO EG Intensity,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,44,,,,VCF Cutoff,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,45,,,,VCF Resonance,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,46,,,,VCF EG Intensity,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,47,,,,VCF LFO Intensity,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,48,,,,VCF LFO Rate,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,49,,,,EG Attack,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,50,,,,EG Decay/Release,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,51,,,,EG Sustain,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,52,,,,Delay Time,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
volca keys,Korg,Synthesizer,Target (receives) + Source (sends),CC,53,,,,Delay Feedback,0-127,MIDI implementation chart,1-16 (configurable),Tx/Rx (per implementation),https://manualmachine.com/korg/volcakeys/19083715-midi-implementation-chart/,MIDI implementation chart (CC list)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,5,,,,Velocity,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,20,,,,Tune All,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,21,,,,FX Type,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,22,,,,FX Speed,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,23,,,,FX Amount,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,24,,,,Reverb Type,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,25,,,,Reverb,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,26,,,,Pattern Level,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,27,,,,Random Sequence,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,28,,,,Structure,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,29,,,,Wave,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,30,,,,Harmonic,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,31,,,,Balance,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,32,,,,Pitch,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,33,,,,Detune,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,34,,,,MOD Shape,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,35,,,,MOD,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,36,,,,Depth,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,37,,,,Filter Type,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,38,,,,Filter Cutoff,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,39,,,,Filter Reso,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,40,,,,Amp Attack,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,41,,,,Amp Release,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,42,,,,LFO1 Shape,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,43,,,,LFO1 Assign,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,44,,,,LFO1 Trig,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,45,,,,LFO1 Rate,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,46,,,,LFO1 Depth,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,47,,,,LFO2 Shape,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,48,,,,LFO2 Assign,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,49,,,,LFO2 Trig,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,50,,,,LFO2 Rate,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,51,,,,LFO2 Depth,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,52,,,,Track Level,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,53,,,,Track Pan,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,54,,,,To Reverb (send),0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,55,,,,To Shimmer (send),0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,56,,,,Dice,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,57,,,,Octave,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,58,,,,Voice Mode,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,59,,,,Voice Adj,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,60,,,,Transpose,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,61,,,,Random Step,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,62,,,,PRM Lock,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),CC,63,,,,Track Mute,0-127,LIVEN Ambient Ø MIDI implementation chart,1-16 (stored in memory),Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (2 pages)
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),Program Change,,,,,Program change,Settable range (per chart),Program Change supported.,1-16,Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart
LIVEN Ambient Ø,Sonicware,Synthesizer,Target (receives) + Source (sends),Clock/Transport,,,,,MIDI clock (receive when clock source is MIDI),N/A,Clock and realtime commands supported; receive depends on clock source setting.,N/A,Tx/Rx,https://www.sonicware.co.jp/DL/LIVEN_Ambient/DOC/Ambient0_manual_MIDI_en.pdf,MIDI implementation chart (notes)
OXI One,OXI Electronic Instruments,Sequencer / controller,Source (sends),CC,105,,,,Transport CC command: Stop,Momentary (use MIDI learn; 0/127 typical),Transport CC commands (Port A; channel configurable; enabled via Config > MIDI: CC Transport Msgs Channel),"Port A, channel 1-16 configurable (or Off)",Tx,https://cdn.korn.eu/documents/product/287266_m.pdf,User Guide (Transport CC commands section)
OXI One,OXI Electronic Instruments,Sequencer / controller,Source (sends),CC,106,,,,Transport CC command: Play,Momentary (use MIDI learn; 0/127 typical),Transport CC commands (Port A; channel configurable; enabled via Config > MIDI: CC Transport Msgs Channel),"Port A, channel 1-16 configurable (or Off)",Tx,https://cdn.korn.eu/documents/product/287266_m.pdf,User Guide (Transport CC commands section)
OXI One,OXI Electronic Instruments,Sequencer / controller,Source (sends),CC,107,,,,Transport CC command: Record,Momentary (use MIDI learn; 0/127 typical),Transport CC commands (Port A; channel configurable; enabled via Config > MIDI: CC Transport Msgs Channel),"Port A, channel 1-16 configurable (or Off)",Tx,https://cdn.korn.eu/documents/product/287266_m.pdf,User Guide (Transport CC commands section)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EQ HI LEVEL (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EQ MID FREQ (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EQ MID LEVEL (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EQ LO LEVEL (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,AUX 1 SEND (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,AUX 2 SEND (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EFX SEND (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,PAN (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,LEVEL (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),Other,,,,,MUTE (CH 1-6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,MONO x2 switch (CH 3-4),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,USB 1/2 switch (CH 5),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,USB 3/4 switch (CH 6),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,EFX TYPE,Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,MASTER COMPRESSOR switch,Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),CC,,,,,Scene switching (via MIDI IN),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
LiveTrak L6,ZOOM,Mixer/recorder,Target (receives) + Source (sends),Program Change,,,,,Scene change output (Program Change on scene change),Assignable (user-defined CC#/note#/PC mapping in L6 Editor),MIDI CC/note values are assignable via ZOOM L6 Editor (MIDI CC# Mapping).,Configurable 1-16 via L6 Editor,Tx/Rx,https://zoomcorp.com/media/documents/E_L6.pdf,MIDI programming and parameter list (MIDI CC# Mapping)
